metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Evansville, IN",IN,Midwest,restaurant,Restaurant / Food Service,53.00418101585542,78,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6690786436789048,0.20562253194440303,50.81815492502251,48.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Category demand footprint,0.6999999999999997,271793,67459,3.9
"Fargo, ND-MN",ND,Midwest,restaurant,Restaurant / Food Service,68.68148188843882,29,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.906115637858109,0.1751129079457066,67.5380988966285,60.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.3999999999999999,267793,76945,2.3
"Erie, PA",PA,Northeast,restaurant,Restaurant / Food Service,6.580400350563884,351,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.21934667835212945,26.470833626201102,87.99999999999997,"Selective Expansion Bet: strongest signals are recent labor momentum and low unemployment, while the main watchout is affluent demand.",Recent labor momentum,Low unemployment,Economic diversity,Affluent demand,Payroll efficiency,-0.2999999999999998,267750,63322,3.8
"Lynchburg, VA",VA,South,restaurant,Restaurant / Food Service,10.254183876583598,278,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.18955148730963894,27.095933688817606,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.10000000000000009,267427,65735,3.2
"Kalamazoo-Portage, MI",MI,Midwest,restaurant,Restaurant / Food Service,15.846035425000204,200,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13497295469912102,0.21326428653539115,25.2814539791144,51.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.6000000000000001,264780,71069,4.2
"Bend, OR",OR,West,restaurant,Restaurant / Food Service,53.18938452421376,76,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.5792857142857143,0.4213128174737918,43.26590023878138,63.99999999999998,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Business density,Payroll efficiency,Category demand footprint,0.30000000000000027,264407,95979,4.2
"Santa Cruz-Watsonville, CA",CA,West,restaurant,Restaurant / Food Service,20.019204550131693,173,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.11830628803245435,0.39125881292866305,23.216107760967205,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.40000000000000036,262406,107893,5.9
"Daphne-Fairhope-Foley, AL",AL,South,restaurant,Restaurant / Food Service,17.78959151704945,186,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.06525198938992043,0.44073174199183407,19.751506866081485,55.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Affluent demand,0.5,261608,82501,2.7
"Yakima, WA",WA,West,restaurant,Restaurant / Food Service,6.559071895842558,352,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2186357298614186,19.145725132955985,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Business density,0.5,258523,75399,6.1
"Prescott Valley-Prescott, AZ",AZ,West,restaurant,Restaurant / Food Service,13.579479079975348,225,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.03076923076923077,0.38085443087097315,23.26121423809399,80.0,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,-0.10000000000000009,252013,74788,3.5
"Tyler, TX",TX,South,restaurant,Restaurant / Food Service,29.205909501345666,136,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.30853831727864545,0.2536075763946829,37.892544551346575,72.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.09999999999999964,249091,76087,3.8
"Appleton, WI",WI,Midwest,restaurant,Restaurant / Food Service,55.467135833452815,67,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7058900509352501,0.20182774226617722,58.38458940652667,67.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.20000000000000018,248992,82501,2.5
"Binghamton, NY",NY,Northeast,restaurant,Restaurant / Food Service,10.156616690916946,282,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.2667590179023598,21.59762668215462,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.2999999999999998,243971,65599,3.9
"Lake Charles, LA",LA,South,restaurant,Restaurant / Food Service,11.473485308617166,264,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.3106546384923671,18.65000265195007,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.7000000000000002,243719,65144,4.5
"Champaign-Urbana, IL",IL,Midwest,restaurant,Restaurant / Food Service,16.803846800536164,192,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.09025198938992043,0.34954025144139117,25.561477279676236,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.0,243252,64980,4.2
"Hilton Head Island-Bluffton-Port Royal, SC",SC,South,restaurant,Restaurant / Food Service,25.098835787115053,150,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13497295469912102,0.5216909652725528,16.168943513516464,28.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and category demand footprint, while the main watchout is payroll efficiency.",Low unemployment,Category demand footprint,Category location density,Payroll efficiency,Recent labor momentum,1.1999999999999997,237393,88348,3.9
"Macon-Bibb County, GA",GA,South,restaurant,Restaurant / Food Service,15.212334229427965,206,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.2576009435155623,24.425305801363656,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.40000000000000036,236551,56638,4.2
"Bellingham, WA",WA,West,restaurant,Restaurant / Food Service,28.119345680429387,142,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.27549019607843,0.29450106516464286,31.92110216253584,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category demand footprint,0.5,234954,86162,4.5
"Fort Smith, AR-OK",AR,South,restaurant,Restaurant / Food Service,15.927856801851242,198,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13497295469912102,0.215991665763759,29.04036613114472,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.20000000000000018,232848,60327,3.5
"Topeka, KS",KS,Midwest,restaurant,Restaurant / Food Service,28.17631782670189,141,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.32259200231816865,0.18649592214766963,34.698871367215915,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category demand footprint,0.7000000000000002,232648,74389,3.7
"Barnstable Town, MA",MA,Northeast,restaurant,Restaurant / Food Service,36.32736167747992,126,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2598876724898327,0.6045074867730543,24.6279192005959,60.00000000000001,"Selective Expansion Bet: strongest signals are category location density and low unemployment, while the main watchout is payroll efficiency.",Category location density,Low unemployment,Business density,Payroll efficiency,Economic diversity,0.39999999999999947,232570,87925,4.8
"Lafayette-West Lafayette, IN",IN,Midwest,restaurant,Restaurant / Food Service,10.852182817957715,270,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.28127965715031467,17.586896563938943,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.8000000000000003,231353,67515,3.7
"Rochester, MN",MN,Midwest,restaurant,Restaurant / Food Service,72.17929094799675,15,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.948791301410116,0.1921299949762879,71.82930629244463,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Business density,0.10000000000000009,230742,90584,2.5
"Burlington-South Burlington, VT",VT,Northeast,restaurant,Restaurant / Food Service,68.11371154550358,32,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.8666666666666668,0.24823482929456364,62.20184064830196,60.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.3999999999999999,229550,89615,2.0
"Las Cruces, NM",NM,West,restaurant,Restaurant / Food Service,6.856861417692938,344,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.22856204725643128,17.465574928505283,51.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.6000000000000005,229366,61154,4.9
"Lake Havasu City-Kingman, AZ",AZ,West,restaurant,Restaurant / Food Service,9.411707545408902,297,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3137235848469634,21.907324418160176,79.99999999999997,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Affluent demand,-0.09999999999999964,226479,60952,4.4
"Panama City-Panama City Beach, FL",FL,South,restaurant,Restaurant / Food Service,18.256073446755572,180,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.06525198938992043,0.4562811396487048,19.639331407083247,60.0,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Affluent demand,0.3999999999999999,226221,77625,3.4
"Charlottesville, VA",VA,South,restaurant,Restaurant / Food Service,51.83736896697321,84,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.5817810496802902,0.37042318297843,47.95325626295141,75.99999999999999,"Momentum Market: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.0,226140,95796,2.5
"Monroe, LA",LA,South,restaurant,Restaurant / Food Service,14.0749024398032,218,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13497295469912102,0.15422652036215762,25.553491209497903,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.7000000000000002,222072,56468,4.9
"Athens-Clarke County, GA",GA,South,restaurant,Restaurant / Food Service,16.575018263352774,193,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.09025198938992043,0.3419126335352781,23.447159848739478,64.0,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.2999999999999998,221801,64951,3.3
"Gainesville, GA",GA,South,restaurant,Restaurant / Food Service,32.839570005814295,129,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.4231092436974788,0.10739743156635936,47.03009970248777,68.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Category location density,0.19999999999999973,221745,87038,2.8
"Medford, OR",OR,West,restaurant,Restaurant / Food Service,26.443693433552017,143,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.23768017986188994,0.3268693614406575,28.96356907302365,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.5,221331,74653,4.9
"Yuma, AZ",AZ,West,restaurant,Restaurant / Food Service,6.925322641916478,341,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.23084408806388257,21.593868456490785,75.99999999999999,"Selective Expansion Bet: strongest signals are recent labor momentum and economic diversity, while the main watchout is payroll efficiency.",Recent labor momentum,Economic diversity,Low unemployment,Payroll efficiency,Business density,0.0,220310,66844,12.2
"Columbia, MO",MO,Midwest,restaurant,Restaurant / Food Service,58.83536378366608,57,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.7165866489974795,0.2891432784614175,53.15370837212708,60.0,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.3999999999999999,217988,80142,3.1
"Johnson City, TN",TN,South,restaurant,Restaurant / Food Service,11.04295771102699,266,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.28763882025262383,21.950085319459294,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.20000000000000018,215679,57462,3.5
"Jacksonville, NC",NC,South,restaurant,Restaurant / Food Service,13.795249414860852,222,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.4598416471620284,18.979914876109277,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Business density,0.0,212954,73004,3.7
"Punta Gorda, FL",FL,South,restaurant,Restaurant / Food Service,6.429913176667192,355,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2143304392222397,19.20161150423636,60.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Category demand footprint,Category location density,Payroll efficiency,0.39999999999999947,212122,72868,4.1
"Lexington Park, MD",MD,South,restaurant,Restaurant / Food Service,23.497401779178634,160,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.23259200231816862,0.24053205389689447,29.86635968410978,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and affluent demand, while the main watchout is category location density.",Low unemployment,Affluent demand,Recent labor momentum,Category location density,Business density,0.7000000000000002,211382,122406,2.7
"Chico, CA",CA,West,restaurant,Restaurant / Food Service,7.919312039632737,318,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2639770679877579,15.945665902541576,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.7000000000000002,208334,65221,5.9
"St. George, UT",UT,West,restaurant,Restaurant / Food Service,55.14571959583257,68,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.6369763237864421,0.3519125643593874,46.914665199648745,60.0,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Business density,Payroll efficiency,Affluent demand,0.3999999999999999,207943,86983,3.3
"Elkhart-Goshen, IN",IN,Midwest,restaurant,Restaurant / Food Service,47.68526232295317,98,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6443230481560308,0.08608829840103392,55.90459792687911,59.99999999999998,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.40000000000000036,207436,69872,4.9
"Joplin, MO-KS",MO,Midwest,restaurant,Restaurant / Food Service,13.179146265438735,236,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.18982801138258795,24.620882986662338,51.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.6000000000000001,207131,62796,3.6
"Springfield, IL",IL,Midwest,restaurant,Restaurant / Food Service,25.557386286093546,148,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.230165145716628,0.31486086953098635,33.351227869765125,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.0,206371,80190,4.3
"St. Cloud, MN",MN,Midwest,restaurant,Restaurant / Food Service,57.944224281622034,60,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.15319131443790646,63.79701907502639,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.10000000000000009,205878,75688,3.1
"Auburn-Opelika, AL",AL,South,restaurant,Restaurant / Food Service,9.751182566897569,289,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.32503941889658566,16.742665988243058,47.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Business density,0.7000000000000002,205355,68336,3.0
"Warner Robins, GA",GA,South,restaurant,Restaurant / Food Service,11.581215215450106,261,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.3860405071816702,18.567222737474676,67.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Economic diversity,0.20000000000000018,204110,78028,3.2
"Florence, SC",SC,South,restaurant,Restaurant / Food Service,15.08384288618328,207,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.25331789874073946,17.558931686323117,27.999999999999996,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Category location density,Affluent demand,Payroll efficiency,1.2000000000000002,200474,56475,4.5
"Charleston, WV",WV,South,restaurant,Restaurant / Food Service,31.747216839745683,132,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.36042727664204677,0.21724358249341372,38.940547875107725,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.2999999999999998,200122,61625,4.0
"Houma-Bayou Cane-Thibodaux, LA",LA,South,restaurant,Restaurant / Food Service,56.18508057436266,66,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7264069264069265,0.17788652419592688,56.153625592849565,52.000000000000014,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Category demand footprint,0.5999999999999996,199206,62338,3.8
"Racine-Mount Pleasant, WI",WI,Midwest,restaurant,Restaurant / Food Service,9.717827941683232,290,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.17167295614629344,25.36846639032781,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.2999999999999998,198651,77830,3.5
"Bowling Green, KY",KY,South,restaurant,Restaurant / Food Service,10.892396831846213,269,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.21082525248505943,20.739376693523866,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.7000000000000002,197734,65869,4.7
"Dover, DE",DE,South,restaurant,Restaurant / Food Service,41.53085994263049,113,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.48591932372913804,0.25055024271969445,47.844007623004835,79.99999999999997,"Momentum Market: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category location density,-0.09999999999999964,192690,81117,4.0
"Billings, MT",MT,West,restaurant,Restaurant / Food Service,74.05615551575355,8,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.9,0.3685385171917851,58.74670412065459,60.0,"Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.3999999999999999,192531,77770,2.8
"Coeur d'Alene, ID",ID,West,restaurant,Restaurant / Food Service,50.256636982482206,91,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5710953574013736,0.3426653988128684,41.99456836290422,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Business density,Payroll efficiency,Affluent demand,0.7000000000000002,188323,83061,4.4
"Midland, TX",TX,South,restaurant,Restaurant / Food Service,74.30159016189944,7,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.96,0.23671967206331496,71.33953700838475,71.99999999999999,"White-Space Opportunity: strongest signals are economic diversity and low unemployment, while the main watchout is category demand footprint.",Economic diversity,Low unemployment,Recent labor momentum,Category demand footprint,Affluent demand,0.10000000000000009,188071,89627,2.9
"Saginaw, MI",MI,Midwest,restaurant,Restaurant / Food Service,7.524598173064913,326,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.25081993910216377,16.241271801371717,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.7000000000000002,187714,61455,5.9
"Yuba City, CA",CA,West,restaurant,Restaurant / Food Service,8.048742013486544,315,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.26829140044955146,17.3688632033133,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Business density,0.5,186014,81094,7.8
"Jackson, TN",TN,South,restaurant,Restaurant / Food Service,7.883647793001848,320,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.18232848965178575,23.536218886838267,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.2999999999999998,183680,62566,3.8
"Blacksburg-Christiansburg-Radford, VA",VA,South,restaurant,Restaurant / Food Service,10.629623157438413,273,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.282525900119742,21.390408382699302,63.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.30000000000000027,183318,65518,3.1
"Burlington, NC",NC,South,restaurant,Restaurant / Food Service,7.463357779926329,328,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.24877859266421098,22.275777561050926,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.10000000000000009,183040,65966,3.6
"Kingston, NY",NY,Northeast,restaurant,Restaurant / Food Service,17.998989645391774,184,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.03076923076923077,0.5281714497181874,19.071558474517317,67.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Affluent demand,0.20000000000000018,182977,87847,3.6
"Iowa City, IA",IA,Midwest,restaurant,Restaurant / Food Service,17.416751717713275,189,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.33108152645840594,27.544985313603537,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.0,182711,75225,2.4
"Abilene, TX",TX,South,restaurant,Restaurant / Food Service,15.99942764848738,197,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.2838373908175428,28.29701608561008,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.0,181969,63390,3.5
"El Centro, CA",CA,West,restaurant,Restaurant / Food Service,5.036309444672021,372,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.16787698148906738,13.352558274835902,44.000000000000114,"Selective Expansion Bet: strongest signals are economic diversity and recent labor momentum, while the main watchout is low unemployment.",Economic diversity,Recent labor momentum,Category demand footprint,Low unemployment,Category location density,0.7999999999999972,181724,60749,18.4
